ID,name,loc,country,country_id,rank_raw,rank,scholarship,status,research_output,student_faculty_ratio,int_students,size,total_faculty,link,admission_raw,city,tuition_fee_raw,currency,exchange_rate,fee_min,fee_max,fee_avg,fee_min_usd,fee_max_usd,fee_avg_usd
3883,Kharkiv National University of Internal Affairs,"Main campus Kharkiv,, Ukraine",Ukraine,101,,,,,,,,,,https://www.topuniversities.com/universities/kharkiv-national-university-internal-affairs,,"Main campus Kharkiv,",,,,,,,,,
3884,Suratthani Rajabhat University,"Suratthani Rajabhat University, Suratthani Province, Thailand +1",Thailand,98,,,,,,,,,,https://www.topuniversities.com/universities/suratthani-rajabhat-university,"BSC:
- GPA: 2+",Suratthani Province,776,USD,1,776,776,776,776,776,776
3885,Cork University Business School,"Western Road, Cork, IE Cork, Ireland",Ireland,43,,,,,,,,,,https://www.topuniversities.com/universities/university-college-cork/cork-university-business-school,,IE Cork,,,,,,,,,
3886,School of Economics and Management of the University of Minho,"Gualtar, Braga, Portugal +2",Portugal,80,,,,,,,,,,https://www.topuniversities.com/universities/university-minho/school-economics-management-university-minho,,Braga,,,,,,,,,
3887,Chulalongkorn Business School,"254 Phyathai Road, Patumwan, Bangkok, TH Bangkok, Thailand",Thailand,98,,,,,,,,,,https://www.topuniversities.com/universities/chulalongkorn-university/chulalongkorn-business-school,,TH Bangkok,,,,,,,,,
3888,MDI Gurgaon,"Management Development Institute Gurugram, India",India,39,,,,,,,,,,https://www.topuniversities.com/universities/mdi-gurgaon,,Management Development Institute Gurugram,,,,,,,,,
3889,"School of Business, East China University of Science and Technology","130 China Meilong Road, Shanghai, CN, Shanghai, China (Mainland) +1",China (Mainland),16,,,,,,,,,,https://www.topuniversities.com/universities/east-china-university-science-technology/school-business-east-china-university-science-technology,,Shanghai,,,,,,,,,
3890,Adnan Kassar School of Business,"Byblos Campus, Byblos, Lebanon +2",Lebanon,54,,,,,,,,,,https://www.topuniversities.com/universities/lebanese-american-university/adnan-kassar-school-business,,Byblos,,,,,,,,,
3891,European School of Political and Social Sciences,"Saint Raphaël Lille, France",France,31,,,,,,,,,,https://www.topuniversities.com/universities/universite-catholique-de-lille/european-school-political-social-sciences,,Saint Raphaël Lille,,,,,,,,,
3892,Tarlac State University,"Tarlac State University Main Campus, Tarlac City, Philippines +5",Philippines,78,,,,,,,,,,https://www.topuniversities.com/universities/tarlac-state-university,"BSC:
- LSAT: 30+",Tarlac City,0,USD,1,0,0,0,0,0,0
3893,Al-Ayen University,"Main Campus, Nasiriyah, Iraq +1",Iraq,42,,,,,,,,,,https://www.topuniversities.com/universities/al-ayen-university,,Nasiriyah,0,USD,1,0,0,0,0,0,0
3894,Columbia University School of professional Studies,"Main campus New York,, United States",United States,104,,,,,,,,,,https://www.topuniversities.com/universities/columbia-university-school-professional-studies,"BSC:
- IELTS: 7+
- TOEFL: 100+
- Bachelor GPA: 3+","Main campus New York,",87408,USD,1,87408,87408,87408,87408,87408,87408
3895,Swiss International Institute Lausanne,"Main campus Montreux, Switzerland",Switzerland,95,,,,,,,,,,https://www.topuniversities.com/universities/swiss-international-institute-lausanne,,Main campus Montreux,,,,,,,,,
3896,Balaji Institute of International Business (BIIB),"Pune Campus Pune, India",India,39,,,,,,,,,,https://www.topuniversities.com/universities/balaji-institute-international-business-biib,,Pune Campus Pune,,,,,,,,,
3897,University of Fairfax,"Main campus Salem,, United States",United States,104,,,,,,,,,,https://www.topuniversities.com/universities/university-fairfax,,"Main campus Salem,",,,,,,,,,
3898,Nanjing Forestry University,"Nanjing Forestry University Nanjing, China (Mainland)",China (Mainland),16,,,,Public,Very High,13,312,XL,"2,440",https://www.topuniversities.com/universities/nanjing-forestry-university,,Nanjing Forestry University Nanjing,,,,,,,,,
3899,Alzahra University,"Alzahra University Tehran, Iran",Iran,41,,,,Public,High,25,202,M,425,https://www.topuniversities.com/universities/alzahra-university,,Alzahra University Tehran,,,,,,,,,
3900,Tashkent Institute Of Finance,"Tashkent Institute of Finance Tashkent, Uzbekistan",Uzbekistan,105,,,,Public,Low,16,82,M,439,https://www.topuniversities.com/universities/tashkent-institute-finance,,Tashkent Institute of Finance Tashkent,,,,,,,,,
3901,Capital University of Science and Technology Islamabad,"Capital University of Science and Technology Islamabad Islamabad, Pakistan",Pakistan,76,,,,Private,Very High,30,6,M,211,https://www.topuniversities.com/universities/capital-university-science-technology-islamabad,,Capital University of Science and Technology Islamabad Islamabad,,,,,,,,,
3902,National Ilan University,"National Ilan University Yilan, Taiwan",Taiwan,97,,,,Public,Very High,18,121,M,,https://www.topuniversities.com/universities/national-ilan-university,,National Ilan University Yilan,1626,USD,1,1626,1626,1626,1626,1626,1626
3903,Arak University,"Arak university Arak, Iran",Iran,41,,,,Public,Very High,25,440,M,282,https://www.topuniversities.com/universities/arak-university,,Arak university Arak,,,,,,,,,
3904,Universitas Negeri Surabaya,"Universitas Negeri Surabaya Surabaya, Indonesia",Indonesia,40,,,,Public,High,23,54,L,"1,228",https://www.topuniversities.com/universities/universitas-negeri-surabaya,,Universitas Negeri Surabaya Surabaya,,,,,,,,,
3905,The Women University Multan,"Katchery Campus, Multan, Pakistan +1",Pakistan,76,,,,Public,Medium,27,,M,213,https://www.topuniversities.com/universities/women-university-multan,,Multan,,,,,,,,,
3906,Chengdu University,"Shiling Campus Chengdu, China (Mainland)",China (Mainland),16,,,,Public,High,11,514,L,"2,362",https://www.topuniversities.com/universities/chengdu-university,,Shiling Campus Chengdu,,,,,,,,,
3907,Institute of Business Management Karachi,"Main Campus Karachi, Pakistan",Pakistan,76,,,,,,16,176,S,,https://www.topuniversities.com/universities/institute-business-management-karachi,"BSC:
- GRE: 60+
- A-levels: 3+
- Bachelor GPA: 2+",Main Campus Karachi,4086,USD,1,4086,4086,4086,4086,4086,4086
3908,Tashkent institute of textile and light industry,"Tashkent Institute of Textile and Light Industry Tashkent, Uzbekistan",Uzbekistan,105,,,,,,,,,,https://www.topuniversities.com/universities/tashkent-institute-textile-light-industry,"BSC:
- Own admission test: 56+",Tashkent Institute of Textile and Light Industry Tashkent,1200,USD,1,1200,1200,1200,1200,1200,1200
3909,California Intercontinental University,"Main campus Irvine,, United States",United States,104,,,,,,,,,,https://www.topuniversities.com/universities/california-intercontinental-university,,"Main campus Irvine,",,,,,,,,,
3910,Bukhara Engineering-Technological Institute,"Main campus Bukhara city, Uzbekistan",Uzbekistan,105,,,,,,,,,,https://www.topuniversities.com/universities/bukhara-engineering-technological-institute,,Main campus Bukhara city,1800,USD,1,1800,1800,1800,1800,1800,1800
3911,University of Science and Technology (UST),"Main Admin Yuseong-gu, Daejeon,, South Korea",South Korea,90,,,,,,,,,,https://www.topuniversities.com/universities/university-science-technology-ust,,"Daejeon,",,,,,,,,,
3912,Habib University,"Block 18 Karachi, Pakistan",Pakistan,76,,,,,,,,,,https://www.topuniversities.com/universities/habib-university,,Block 18 Karachi,,,,,,,,,
3913,Centre International de Formation Européenne (CIFE),"Centre International de Formation Européenne (CIFE) Nice, France",France,31,,,,,,,,,,https://www.topuniversities.com/universities/centre-international-de-formation-europeenne-cife,,Centre International de Formation Européenne (CIFE) Nice,,,,,,,,,
3914,Henley Business School Germany,"Henley Business School Germany Munich, Germany",Germany,34,,,,,,,,,,https://www.topuniversities.com/universities/henley-business-school-germany,,Henley Business School Germany Munich,,,,,,,,,
3915,Somaiya Vidyavihar University,"Somaiya Vidyavihar University Mumbai, India",India,39,,,,,,,,,,https://www.topuniversities.com/universities/somaiya-vidyavihar-university,,Somaiya Vidyavihar University Mumbai,,,,,,,,,
3916,Indian Institute of Foreign Trade,"IIFT Bhawan New Delhi, India",India,39,,,,,,,,,,https://www.topuniversities.com/universities/indian-institute-foreign-trade,,IIFT Bhawan New Delhi,,,,,,,,,
3917,Kathmandu University,"Kathmandu University, Dhulikhel, Nepal +7",Nepal,67,,,,,Low,37,,L,493,https://www.topuniversities.com/universities/kathmandu-university,,Dhulikhel,,,,,,,,,
3918,Lahore School of Economics,"Lahore School of Economics Lahore, Pakistan",Pakistan,76,,,,,Medium,20,60,S,150,https://www.topuniversities.com/universities/lahore-school-economics,,Lahore School of Economics Lahore,,,,,,,,,
3919,Meritus University,"Meritus University Kuala Lumpur, Malaysia",Malaysia,59,,,,,,,,,,https://www.topuniversities.com/universities/meritus-university,,Meritus University Kuala Lumpur,,,,,,,,,
3920,Prestige Institute of Management and Research,"Prestige Institute of Management and Research Indore, India",India,39,,,,,,,,,,https://www.topuniversities.com/universities/prestige-institute-management-research,,Prestige Institute of Management and Research Indore,,,,,,,,,
3921,Pyeongtaek University,"Pyeongtaek University Pyeongtaek, South Korea",South Korea,90,,,,,,,,,,https://www.topuniversities.com/universities/pyeongtaek-university,,Pyeongtaek University Pyeongtaek,,,,,,,,,
3922,Shanghai Maritime University,"Shanghai Maritime University Shanghai, China (Mainland)",China (Mainland),16,,,,,Very High,16,,L,"1,354",https://www.topuniversities.com/universities/shanghai-maritime-university,,Shanghai Maritime University Shanghai,,,,,,,,,
3923,Ventspils University of Applied Sciences,"Ventspils University of Applied Sciences Ventspils, Latvia",Latvia,53,,,,,,,,,,https://www.topuniversities.com/universities/ventspils-university-applied-sciences,,Ventspils University of Applied Sciences Ventspils,,,,,,,,,
3924,Wittenborg University of Applied Sciences,"Wittenborg University of Applied Sciences Apeldoorn, Netherlands",Netherlands,68,,,,,,,,,,https://www.topuniversities.com/universities/wittenborg-university-applied-sciences,,Wittenborg University of Applied Sciences Apeldoorn,,,,,,,,,
3925,WeSchool (formerly Prin. L. N. Welingkar Institute of Management Development and Research),"WeSchool Mumbai, India",India,39,,,,,,,,,,https://www.topuniversities.com/universities/weschool-formerly-prin-l-n-welingkar-institute-management-development-research,,WeSchool Mumbai,,,,,,,,,
3926,"Tufts University, Fletcher School - Graduate School of International Affairs","The Fletcher School, 160 Packard Avenue, Medford, US Medford, United States",United States,104,,,,,,,,,,https://www.topuniversities.com/universities/tufts-university/tufts-university-fletcher-school-graduate-school-international-affairs,,US Medford,,,,,,,,,
3927,"College of Management, National Taiwan University","Main Campus Taipei, Taiwan",Taiwan,97,,,,,,,,,,https://www.topuniversities.com/universities/national-taiwan-university-ntu/college-management-national-taiwan-university,,Main Campus Taipei,,,,,,,,,
3928,Chirchik State Pedagogical University,"Chirchik State Pedagogical University Chirchik, Uzbekistan",Uzbekistan,105,,,,,,,,,,https://www.topuniversities.com/universities/chirchik-state-pedagogical-university,,Chirchik State Pedagogical University Chirchik,1013,USD,1,1013,1013,1013,1013,1013,1013
3929,Rushford Business School,"Rushford Business School Genève,, Switzerland",Switzerland,95,,,,,,,,,,https://www.topuniversities.com/universities/rushford-business-school,,"Rushford Business School Genève,",,,,,,,,,
3930,Kenzhegali Sagadiyev University of International Business,"Campus of Kenzhegali Sagadiyev University of International Business Almaty, Kazakhstan",Kazakhstan,49,,,,,,,,,,https://www.topuniversities.com/universities/kenzhegali-sagadiyev-university-international-business,,Campus of Kenzhegali Sagadiyev University of International Business Almaty,,,,,,,,,
3931,Dalarna University,"Dalarna University Falun,, Sweden",Sweden,94,,,,,,,,,,https://www.topuniversities.com/universities/dalarna-university,,"Dalarna University Falun,",,,,,,,,,
3932,HEC Liège Luxembourg,"Main campus, Liège, Belgium +1",Belgium,9,,,,,,,,,,https://www.topuniversities.com/universities/hec-liege-luxembourg,,Liège,,,,,,,,,
3933,The Continents States University,"Main campus St. Louis,, United States",United States,104,,,,,,,,,,https://www.topuniversities.com/universities/continents-states-university,,"Main campus St. Louis,",,,,,,,,,
3934,Universitas Islam Sultan Agung,"Universitas Islam Sultan Agung Semarang, Indonesia",Indonesia,40,,,,,,,,,,https://www.topuniversities.com/universities/universitas-islam-sultan-agung,,Universitas Islam Sultan Agung Semarang,,,,,,,,,
3935,"European University, Georgia","European University, Tbilisi, Georgia +1",Georgia,33,,,,,,,,,,https://www.topuniversities.com/universities/european-university-georgia,,Tbilisi,,,,,,,,,
3936,City University (Malaysia),"Jln 51a/223 Seksyen 51a, Petaling Jaya/Selangor, MY, Petaling Jaya, Malaysia +2",Malaysia,59,,,,,,,,,,https://www.topuniversities.com/universities/city-university-malaysia,"BSC:
- GPA: 2+
- Bachelor GPA: 2+",Petaling Jaya,13868,USD,1,13868,13868,13868,13868,13868,13868
3937,Hilla University,"Main campus Babylon, Iraq",Iraq,42,,,,,,,,,,https://www.topuniversities.com/universities/hilla-university,,Main campus Babylon,,,,,,,,,
3938,Clarkson's David D. Reh School of Business,"Main, Potsdam, United States +2",United States,104,,,,,,,,,,https://www.topuniversities.com/universities/clarksons-david-d-reh-school-business,,Potsdam,,,,,,,,,
3939,Samarkand Institute of Economics and Service,"Samarkand Institute of Economics and Service (Main campus), Samarkand, Uzbekistan +2",Uzbekistan,105,,,,,,,,,,https://www.topuniversities.com/universities/samarkand-institute-economics-service,"BSC:
- A-levels: 57+",Samarkand,1500,USD,1,1500,1500,1500,1500,1500,1500
